decision,left_id,right_id,simhash_distance,jaccard_5gram,thresholds,reason
MERGE_NEAR_DUP,https://timesofmalta.com/articles/view/technology-cornerstone-financial-services-reform-a2.1033875,https://timesofmalta.com/articles/view/technology-cornerstone-financial-services-reform-a2.1033875,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://timesofmalta.com/articles/view/technology-cornerstone-financial-services-reform-a2.1033875,https://finance.yahoo.com/news/life-science-health-wellness-technology-105300958.html,22,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://timesofmalta.com/articles/view/technology-cornerstone-financial-services-reform-a2.1033875,https://timesofmalta.com/articles/view/technology-cornerstone-financial-services-reform-a2.1033875,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-4a158d75,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-442fa2ac,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/finance/investing/tech-media-telecom-roundup-market-talk-c5901a2c,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-2544792f,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/finance/investing/tech-media-telecom-roundup-market-talk-6d2fa57,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-93d3090,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-c9ab226f,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-2b75b99a,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://leadership.ng/behold-a-national-centre-to-share-data-and-services-for-nigerias-digital-economy/,https://leadership.ng/behold-a-national-centre-to-share-data-and-services-for-nigerias-digital-economy/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://leadership.ng/behold-a-national-centre-to-share-data-and-services-for-nigerias-digital-economy/,https://leadership.ng/behold-a-national-centre-to-share-data-and-services-for-nigerias-digital-economy/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/l-t-technology-services-selected-115700946.html,https://finance.yahoo.com/news/l-t-technology-services-selected-115700946.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://uwaterloo.ca/information-systems-technology/,https://uwaterloo.ca/information-systems-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://uwaterloo.ca/information-systems-technology/,https://uwaterloo.ca/information-systems-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/conduent-features-global-medical-information-124500226.html,https://finance.yahoo.com/news/conduent-features-global-medical-information-124500226.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/conduent-features-global-medical-information-124500226.html,https://finance.yahoo.com/news/conduent-features-global-medical-information-124500226.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.hawaiibusiness.com/industry-outlook-information-technology/,https://www.hawaiibusiness.com/industry-outlook-information-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.hawaiibusiness.com/industry-outlook-information-technology/,https://www.hawaiibusiness.com/industry-outlook-information-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://technews.tmcnet.com/news/2023/07/10/9845172.htm,https://www.fox6now.com/news/contact-6-helps-consumers-april-2023,19,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://finance.yahoo.com/news/3-stocks-watch-promising-technology-171500999.html,https://finance.yahoo.com/news/3-stocks-watch-promising-technology-171500999.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://finance.yahoo.com/news/3-stocks-watch-promising-technology-171500999.html,https://www.engineeringnews.co.za/article/university-of-pretoria-faculty-of-engineering-built-environment-and-information-technology-where-smart-cities-disruptive-engineering-and-machine-learning-meet-2023-02-23,25,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://finance.yahoo.com/news/3-stocks-watch-promising-technology-171500999.html,https://finance.yahoo.com/news/3-stocks-watch-promising-technology-171500999.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.barrons.com/market-data/stocks/688479/financials?countrycode=cn&mod=quotes,https://www.barrons.com/market-data/stocks/iii/research-ratings?mod=searchresults_companyquotes&mod=md_home_hdr_search,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.law.com/corpcounsel/2023/02/15/law-lags-technology-as-delivery-drone-services-take-flight/,https://www.law.com/corpcounsel/2023/02/15/law-lags-technology-as-delivery-drone-services-take-flight/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.law.com/corpcounsel/2023/02/15/law-lags-technology-as-delivery-drone-services-take-flight/,https://www.law.com/corpcounsel/2023/02/15/law-lags-technology-as-delivery-drone-services-take-flight/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.reuters.com/technology/apple-profit-tops-wall-street-targets-strong-services-counter-weaker-iphone-2023-08-03/,https://energycentral.com/c/cc/make-it-easy-streamlining-your-way-customer-service-success,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://drexel.edu/cci/academics/masters-programs/ms-business-information-technology/careers/,https://drexel.edu/cci/academics/masters-programs/ms-business-information-technology/careers/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,https://seekingalpha.com/news/3949929-givex-information-technology-group-reports-q4-results,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.ap.org/press-releases/2023/ap-open-ai-agree-to-share-select-news-content-and-technology-in-new-collaboration,https://www.ap.org/press-releases/2023/ap-open-ai-agree-to-share-select-news-content-and-technology-in-new-collaboration,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://news.yahoo.com/ccac-offering-free-computer-information-001308039.html,https://www.insidermonkey.com/blog/fidelity-national-information-services-fis-stock-declined-in-q4-on-financial-guidance-1120152/,22,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://news.yahoo.com/ccac-offering-free-computer-information-001308039.html,https://www.insidermonkey.com/blog/fidelity-national-information-services-fis-stock-declined-in-q4-on-financial-guidance-1120152/,22,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.theguardian.com/world/2023/aug/25/how-the-eu-digital-services-act-affects-facebook-google-and-others,https://www.theguardian.com/world/2023/aug/25/how-the-eu-digital-services-act-affects-facebook-google-and-others,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.monitor.co.ug/uganda/oped/letters/technology-and-social-justice-the-chasm-in-between-4110082,https://www.monitor.co.ug/uganda/oped/letters/technology-and-social-justice-the-chasm-in-between-4110082,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.monitor.co.ug/uganda/oped/letters/technology-and-social-justice-the-chasm-in-between-4110082,https://www.monitor.co.ug/uganda/oped/letters/technology-and-social-justice-the-chasm-in-between-4110082,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.computerweekly.com/feature/Is-composable-business-the-most-essential-technology-trend-to-meet-the-challenges-of-2023-and-beyond,https://www.computerweekly.com/feature/Is-composable-business-the-most-essential-technology-trend-to-meet-the-challenges-of-2023-and-beyond,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://diginomica.com/role-cios-data-and-technology-delivering-sustainability-organizations,https://diginomica.com/role-cios-data-and-technology-delivering-sustainability-organizations,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.middlebury.edu/institute/offices-services/information-technology-services,https://www.middlebury.edu/institute/offices-services/information-technology-services,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/general-motors-close-information-technology-184056593.html,https://finance.yahoo.com/news/general-motors-close-information-technology-184056593.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.investopedia.com/articles/markets/030816/worlds-top-10-technology-companies-aapl-googl.asp,https://www.investopedia.com/articles/markets/030816/worlds-top-10-technology-companies-aapl-googl.asp,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.investopedia.com/articles/markets/030816/worlds-top-10-technology-companies-aapl-googl.asp,https://www.investopedia.com/articles/markets/030816/worlds-top-10-technology-companies-aapl-googl.asp,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.businesswire.com/news/home/20230921863051/en/New-IDC-Industry-Taxonomy-Reveals-That-Software-and-Information-Services-Capital-Markets-and-Life-Sciences-Will-Lead-Worldwide-ICT-Spending-Growth-Through-2027/,https://www.businesswire.com/news/home/20230921863051/en/New-IDC-Industry-Taxonomy-Reveals-That-Software-and-Information-Services-Capital-Markets-and-Life-Sciences-Will-Lead-Worldwide-ICT-Spending-Growth-Through-2027/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.businesswire.com/news/home/20230921863051/en/New-IDC-Industry-Taxonomy-Reveals-That-Software-and-Information-Services-Capital-Markets-and-Life-Sciences-Will-Lead-Worldwide-ICT-Spending-Growth-Through-2027/,https://www.businesswire.com/news/home/20230921863051/en/New-IDC-Industry-Taxonomy-Reveals-That-Software-and-Information-Services-Capital-Markets-and-Life-Sciences-Will-Lead-Worldwide-ICT-Spending-Growth-Through-2027/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.vanguardngr.com/2023/07/nigeria-to-become-global-outsourcing-hub-for-information-technology-services-ngige/,https://www.vanguardngr.com/2023/07/nigeria-to-become-global-outsourcing-hub-for-information-technology-services-ngige/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.vanguardngr.com/2023/07/nigeria-to-become-global-outsourcing-hub-for-information-technology-services-ngige/,https://www.vanguardngr.com/2023/07/nigeria-to-become-global-outsourcing-hub-for-information-technology-services-ngige/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.yahoo.com/now/experts-continues-expand-york-latest-160700718.html,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-128a5325,22,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.theverge.com/2023/1/27/23573963/google-information-customer-transparency-eu-consumer-protection-rules,https://www.automation.com/en-us/articles/october-2023/thyssenkrupp-samotics-sustainability-steel,27,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.forbes.com/sites/jeffthomson/2023/05/05/focusing-on-growth-synergy-sustainability-and-customer-loyalty-in-foodservice/,https://www.ou.edu/admissions/academics/find-your-major,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.forbes.com/sites/jeffthomson/2023/05/05/focusing-on-growth-synergy-sustainability-and-customer-loyalty-in-foodservice/,https://www.ou.edu/admissions/academics/find-your-major,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.cnet.com/tech/cnets-editors-choice-awards-the-best-products-and-services-for-2023/,https://www.cnet.com/tech/cnets-editors-choice-awards-the-best-products-and-services-for-2023/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.cnet.com/tech/cnets-editors-choice-awards-the-best-products-and-services-for-2023/,https://www.cnet.com/tech/cnets-editors-choice-awards-the-best-products-and-services-for-2023/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.rit.edu/computing/phd-computing-and-information-sciences,https://www.rit.edu/computing/phd-computing-and-information-sciences,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,https://www.insidermonkey.com/blog/12-best-information-technology-services-stocks-to-buy-1145218/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,https://www.insidermonkey.com/blog/12-best-information-technology-services-stocks-to-buy-1145218/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,https://finance.yahoo.com/news/12-best-information-technology-services-134510190.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nextgov.com/policy/2023/01/us-and-uk-hold-first-comprehensive-dialogue-technology-and-data/381777/,https://www.nextgov.com/policy/2023/01/us-and-uk-hold-first-comprehensive-dialogue-technology-and-data/381777/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nextgov.com/policy/2023/01/us-and-uk-hold-first-comprehensive-dialogue-technology-and-data/381777/,https://www.nextgov.com/policy/2023/01/us-and-uk-hold-first-comprehensive-dialogue-technology-and-data/381777/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/fidelity-national-information-services-fis-122512628.html,https://finance.yahoo.com/news/fidelity-national-information-services-fis-122512628.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/fidelity-national-information-services-fis-122512628.html,https://finance.yahoo.com/news/fidelity-national-information-services-fis-122512628.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.yahoo.com/now/opsys-tech-display-lidar-integrated-050100635.html,https://www.crn.com/news/software/the-coolest-big-data-system-and-cloud-platform-companies-of-the-2023-big-data-100,23,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.law.com/2023/05/25/why-law-firms-should-be-using-siem-logs-to-manage-data-security-threats/,https://www.marketwatch.com/press-release/talent-acquisition-and-staffing-technology-and-services-market-facts-and-figures-by-2031-2023-04-08,21,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.newsobserver.com/press-releases/article275837111.html,https://www.ou.edu/adrc/resources/policies/eit-policy,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.newsobserver.com/press-releases/article275837111.html,https://www.ou.edu/adrc/resources/policies/eit-policy,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.benzinga.com/sector/information-technology-0,https://www.benzinga.com/sector/information-technology-0,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/barrington-research-reiterates-information-services-group-iii-outperform-recommendation,https://www.nasdaq.com/articles/barrington-research-reiterates-information-services-group-iii-outperform-recommendation,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.thetechedvocate.org/what-is-information-technology-definition-and-examples/,https://www.thetechedvocate.org/what-is-information-technology-definition-and-examples/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.linkedin.com/pulse/information-communication-technologyict-shriram-k,https://www.linkedin.com/pulse/information-communication-technologyict-shriram-k,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.linkedin.com/pulse/information-communication-technologyict-shriram-k,https://www.linkedin.com/pulse/information-communication-technologyict-shriram-k,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.nasdaq.com/articles/evernorth-health-services-buys-bright.md-technology-platform,https://www.bizjournals.com/seattle/news/2023/04/19/tyemill-acquired-syntax-seattle-new-york.html,20,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/evernorth-health-services-buys-bright.md-technology-platform,https://www.nasdaq.com/articles/evernorth-health-services-buys-bright.md-technology-platform,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/evernorth-health-services-buys-bright.md-technology-platform,https://www.nasdaq.com/articles/evernorth-health-services-buys-bright.md-technology-platform,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.electronicsweekly.com/news/business/information-technology/,https://www.electronicsweekly.com/news/business/information-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.electronicsweekly.com/news/business/information-technology/,https://www.electronicsweekly.com/news/business/information-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.forbesindia.com/blog/technology/future-of-sustainable-manufacturing-is-technology-driven/,https://www.forbesindia.com/blog/technology/future-of-sustainable-manufacturing-is-technology-driven/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.forbesindia.com/blog/technology/future-of-sustainable-manufacturing-is-technology-driven/,https://www.forbesindia.com/blog/technology/future-of-sustainable-manufacturing-is-technology-driven/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.zawya.com/en/press-release/events-and-conferences/leap23-announces-investments-of-more-than-9bln-to-support-future-technology-and-startups-byz8mrbi,https://www.zawya.com/en/press-release/events-and-conferences/leap23-announces-investments-of-more-than-9bln-to-support-future-technology-and-startups-byz8mrbi,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.healthaffairs.org/content/forefront/addressing-value-defects-wasteful-services-through-health-technology-assessment,https://www.healthaffairs.org/content/forefront/addressing-value-defects-wasteful-services-through-health-technology-assessment,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.stuttgartdailyleader.com/school-board-decides-to-outsource-technology-services/,https://www.stuttgartdailyleader.com/school-board-decides-to-outsource-technology-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.scoop.co.nz/stories/BU2302/S00020/truescope-acquires-us-firm-universal-information-services.htm,https://www.scoop.co.nz/stories/BU2302/S00020/truescope-acquires-us-firm-universal-information-services.htm,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.usm.edu/procurement-contract-services/vehicle-rental-information.php,https://timesofindia.indiatimes.com/blogs/voices/top-in-demand-information-technology-jobs-during-hiring-freezes/,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.usm.edu/procurement-contract-services/vehicle-rental-information.php,https://timesofindia.indiatimes.com/blogs/voices/top-in-demand-information-technology-jobs-during-hiring-freezes/,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.destinationcrm.com/ReportsandResearch/13045-The-promise-(and-pitfalls)-of-self-service-automation-in-customer-service.htm,https://www.bizjournals.com/columbus/inno/stories/news/2023/08/28/strategic-systems-acquires-elearningdoc.html,23,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.medpagetoday.com/practicemanagement/informationtechnology,https://www.medpagetoday.com/practicemanagement/informationtechnology,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.medpagetoday.com/practicemanagement/informationtechnology,https://www.medpagetoday.com/practicemanagement/informationtechnology,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/global-bioremediation-technology-services-market-023000444.html,https://finance.yahoo.com/news/global-bioremediation-technology-services-market-023000444.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/global-bioremediation-technology-services-market-023000444.html,https://finance.yahoo.com/news/global-bioremediation-technology-services-market-023000444.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.insidermonkey.com/blog/should-you-sell-fidelity-national-information-services-fis-now-1121090/,https://www.insidermonkey.com/blog/should-you-sell-fidelity-national-information-services-fis-now-1121090/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.insidermonkey.com/blog/should-you-sell-fidelity-national-information-services-fis-now-1121090/,https://www.insidermonkey.com/blog/should-you-sell-fidelity-national-information-services-fis-now-1121090/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://dallasinnovates.com/primoris-services-appoints-new-chief-information-officer/,https://dallasinnovates.com/primoris-services-appoints-new-chief-information-officer/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://dallasinnovates.com/primoris-services-appoints-new-chief-information-officer/,https://www.stockport.gov.uk/freedom-of-information,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://dallasinnovates.com/primoris-services-appoints-new-chief-information-officer/,https://dallasinnovates.com/primoris-services-appoints-new-chief-information-officer/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://marketingsentinel.com/2023/07/01/how-much-is-sysco-corporation-nyse-syy-worth-and-how-can-it-be-managed/,https://www.seattletimes.com/business/microsoft/microsofts-revenue-and-profit-drop-but-cloud-computing-holds/,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/friday-sector-laggards:-services-technology-communications-0,https://www.nasdaq.com/articles/friday-sector-laggards:-services-technology-communications-0,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/friday-sector-laggards:-services-technology-communications-0,https://www.nasdaq.com/articles/friday-sector-laggards:-services-technology-communications-0,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://cloudsecurityalliance.org/blog/2023/06/16/csa-s-enterprise-architecture-technology-solution-services-tss/,https://cloudsecurityalliance.org/blog/2023/06/16/csa-s-enterprise-architecture-technology-solution-services-tss/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://cloudsecurityalliance.org/blog/2023/06/16/csa-s-enterprise-architecture-technology-solution-services-tss/,https://cloudsecurityalliance.org/blog/2023/06/16/csa-s-enterprise-architecture-technology-solution-services-tss/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.gov.uk/government/publications/ssac-foi-releases-2023/to-provide-information-about-cloud-services-and-infrastructure-ssac-foi-response,https://www.gov.uk/guidance/connect-to-a-supported-accommodation-service-sc2,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.gov.uk/government/publications/ssac-foi-releases-2023/to-provide-information-about-cloud-services-and-infrastructure-ssac-foi-response,https://www.gov.uk/guidance/connect-to-a-supported-accommodation-service-sc2,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.tmcnet.com/usubmit/2023/10/03/9891162.htm,https://www.mariettatimes.com/opinion/editorials/2023/05/it-is-time-to-plan-ahead-for-tech-development/,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://indianexpress.com/article/technology/tech-news-technology/what-is-digital-services-act-eu-8910781/,https://indianexpress.com/article/technology/tech-news-technology/what-is-digital-services-act-eu-8910781/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://indianexpress.com/article/technology/tech-news-technology/what-is-digital-services-act-eu-8910781/,https://indianexpress.com/article/technology/tech-news-technology/what-is-digital-services-act-eu-8910781/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/3-stocks-to-watch-from-a-promising-technology-services-industry,https://www.nasdaq.com/articles/3-stocks-to-watch-from-a-promising-technology-services-industry,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nasdaq.com/articles/3-stocks-to-watch-from-a-promising-technology-services-industry,https://www.nasdaq.com/articles/3-stocks-to-watch-from-a-promising-technology-services-industry,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
